obs,date,year,month,day,start_time,end_time,locality,site,bar,station,transect,counter,tran_length,count_live,count_dead,treatment,pass
2109,10/17/2012,2012,10,17,8:14 AM,8:37 AM,LC,O,9B,LCO9B,1,NA,15,0,-999,control,1
2110,10/17/2012,2012,10,17,8:14 AM,8:37 AM,LC,O,9B,LCO9B,1,NA,17.5,0,-999,control,1
2111,10/17/2012,2012,10,17,8:45 AM,9:02 AM,LC,O,8A,LCO8A,1,NA,20,0,-999,control,1
2112,10/17/2012,2012,10,17,8:45 AM,9:02 AM,LC,O,8A,LCO8A,1,NA,2.5,0,-999,control,1
2113,10/17/2012,2012,10,17,8:45 AM,9:02 AM,LC,O,8A,LCO8A,1,NA,5,1,-999,control,1
2114,10/17/2012,2012,10,17,8:45 AM,9:02 AM,LC,O,8A,LCO8A,1,NA,7.5,0,-999,control,1
2115,10/17/2012,2012,10,17,8:45 AM,9:02 AM,LC,O,8A,LCO8A,1,NA,10,0,-999,control,1
2116,10/17/2012,2012,10,17,8:45 AM,9:02 AM,LC,O,8A,LCO8A,1,NA,12.5,2,-999,control,1
2117,10/17/2012,2012,10,17,9:12 AM,9:29 AM,LC,O,3,LCO3,1,NA,2.5,0,-999,control,1
2118,10/17/2012,2012,10,17,9:12 AM,9:29 AM,LC,O,3,LCO3,1,NA,5,1,-999,control,1
2119,10/17/2012,2012,10,17,9:12 AM,9:29 AM,LC,O,3,LCO3,1,NA,7.5,2,-999,control,1
2120,10/17/2012,2012,10,17,9:12 AM,9:29 AM,LC,O,3,LCO3,1,NA,10,2,-999,control,1
2121,10/17/2012,2012,10,17,9:12 AM,9:29 AM,LC,O,3,LCO3,1,NA,12.5,9,-999,control,1
2122,10/17/2012,2012,10,17,9:12 AM,9:29 AM,LC,O,3,LCO3,1,NA,15,7,-999,control,1
2123,10/17/2012,2012,10,17,9:12 AM,9:29 AM,LC,O,3,LCO3,1,NA,17.5,0,-999,control,1
2124,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,2.5,4,-999,control,1
2125,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,5,0,-999,control,1
2126,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,7.5,97,-999,control,1
2127,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,10,0,-999,control,1
2128,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,12.5,1,-999,control,1
2129,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,15,4,-999,control,1
2130,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,17.5,3,-999,control,1
2131,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,20,0,-999,control,1
2132,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,22.5,3,-999,control,1
2133,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,25,0,-999,control,1
2134,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,27.5,0,-999,control,1
2135,10/17/2012,2012,10,17,9:40 AM,NA,LC,N,3,LCN3,1,NA,30,0,-999,control,1
2136,10/17/2012,2012,10,17,10:20 AM,10:35 AM,LC,N,1,LCN1,1,NA,32.5,0,-999,control,1
2137,10/17/2012,2012,10,17,10:20 AM,10:35 AM,LC,N,1,LCN1,1,NA,2.5,0,-999,control,1
2138,10/17/2012,2012,10,17,10:20 AM,10:35 AM,LC,N,1,LCN1,1,NA,5,16,-999,control,1
2139,10/17/2012,2012,10,17,10:20 AM,10:35 AM,LC,N,1,LCN1,1,NA,7.5,1,-999,control,1
2140,10/17/2012,2012,10,17,10:20 AM,10:35 AM,LC,N,1,LCN1,1,NA,10,1,-999,control,1
2141,10/17/2012,2012,10,17,10:00 AM,10:10 AM,LC,N,4,LCN4,1,NA,2.5,0,-999,control,1
2142,10/17/2012,2012,10,17,10:00 AM,10:10 AM,LC,N,4,LCN4,1,NA,5,0,-999,control,1
2143,10/17/2012,2012,10,17,10:00 AM,10:10 AM,LC,N,4,LCN4,1,NA,7.5,1,-999,control,1
2144,10/17/2012,2012,10,17,10:00 AM,10:10 AM,LC,N,4,LCN4,1,NA,10,0,-999,control,1
2145,10/17/2012,2012,10,17,10:00 AM,10:10 AM,LC,N,4,LCN4,1,NA,12.5,0,-999,control,1
2146,10/17/2012,2012,10,17,10:00 AM,10:10 AM,LC,N,4,LCN4,1,NA,15,0,-999,control,1
2147,10/17/2012,2012,10,17,10:00 AM,10:10 AM,LC,N,4,LCN4,1,NA,17.5,0,-999,control,1
2148,10/17/2012,2012,10,17,10:18 AM,10:32 AM,LC,N,2,LCN2,1,NA,20,0,-999,control,1
2149,10/17/2012,2012,10,17,10:18 AM,10:32 AM,LC,N,2,LCN2,1,NA,2.5,0,-999,control,1
2150,10/17/2012,2012,10,17,10:18 AM,10:32 AM,LC,N,2,LCN2,1,NA,5,0,-999,control,1
2151,10/17/2012,2012,10,17,10:18 AM,10:32 AM,LC,N,2,LCN2,1,NA,7.5,0,-999,control,1
2152,10/17/2012,2012,10,17,10:18 AM,10:32 AM,LC,N,2,LCN2,1,NA,10,0,-999,control,1
2153,10/17/2012,2012,10,17,10:18 AM,10:32 AM,LC,N,2,LCN2,1,NA,12.5,0,-999,control,1
2154,10/17/2012,2012,10,17,10:18 AM,10:32 AM,LC,N,2,LCN2,1,NA,15,0,-999,control,1
2155,10/17/2012,2012,10,17,10:18 AM,10:32 AM,LC,N,2,LCN2,1,NA,17.5,0,-999,control,1
2156,10/17/2012,2012,10,17,NA,NA,LC,I,1,LCI1,1,DD,20,0,-999,control,1
2157,10/17/2012,2012,10,17,NA,NA,LC,I,1,LCI1,1,DD,2.5,134,-999,control,1
2158,10/17/2012,2012,10,17,NA,NA,LC,I,1,LCI1,1,DD,5,115,-999,control,1
2159,10/17/2012,2012,10,17,NA,NA,LC,I,1,LCI1,1,DD,7.5,109,-999,control,1
2160,10/17/2012,2012,10,17,NA,NA,LC,I,1,LCI1,1,DD,10,154,-999,control,1
2161,10/17/2012,2012,10,17,NA,NA,LC,I,1,LCI1,1,DD,12.5,101,-999,control,1
2162,10/17/2012,2012,10,17,NA,NA,LC,I,1,LCI1,1,DD,15,144,-999,control,1
2163,10/17/2012,2012,10,17,NA,NA,LC,I,1,LCI1,1,DD,17.5,74,-999,control,1
2164,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,2.5,0,-999,control,1
2165,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,5,0,-999,control,1
2166,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,7.5,0,-999,control,1
2167,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,10,18,-999,control,1
2168,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,12.5,162,-999,control,1
2169,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,15,113,-999,control,1
2170,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,17.5,121,-999,control,1
2171,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,20,79,-999,control,1
2172,10/17/2012,2012,10,17,9:38 AM,NA,LC,I,2,LCI2,1,DD,22.5,0,-999,control,1
2173,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,24,31,-999,control,1
2174,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,2.5,31,-999,control,1
2175,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,5,29,-999,control,1
2176,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,7.5,94,-999,control,1
2177,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,10,82,-999,control,1
2178,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,12.5,84,-999,control,1
2179,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,15,104,-999,control,1
2180,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,17.5,20,-999,control,1
2181,10/17/2012,2012,10,17,8:45 AM,NA,LC,I,3,LCI3,1,Boughton,19.3,9,-999,control,1
2182,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,2.5,91,-999,control,1
2183,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,5,70,-999,control,1
2184,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,7.5,3,-999,control,1
2185,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,10,105,-999,control,1
2186,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,12.5,180,-999,control,1
2187,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,15,175,-999,control,1
2188,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,17.5,197,-999,control,1
2189,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,20,165,-999,control,1
2190,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,22.5,288,-999,control,1
2191,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,25,290,-999,control,1
2192,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,27.5,234,-999,control,1
2193,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,30,162,-999,control,1
2194,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,32.5,59,-999,control,1
2195,11/14/2012,2012,11,14,9:17 AM,NA,HB,I,1,HBI1,1,Nick,33,0,-999,control,1
2196,11/14/2012,2012,11,14,9:22 AM,NA,HB,I,2,HBI2,1,Nick,2.5,142,-999,control,1
2197,11/14/2012,2012,11,14,9:22 AM,NA,HB,I,2,HBI2,1,Nick,5,276,-999,control,1
2198,11/14/2012,2012,11,14,9:22 AM,NA,HB,I,2,HBI2,1,Nick,7.5,195,-999,control,1
2199,11/14/2012,2012,11,14,9:22 AM,NA,HB,I,2,HBI2,1,Nick,10,162,-999,control,1
2200,11/14/2012,2012,11,14,9:22 AM,NA,HB,I,2,HBI2,1,Nick,12.5,208,-999,control,1
2201,11/14/2012,2012,11,14,9:22 AM,NA,HB,I,2,HBI2,1,Nick,15,302,-999,control,1
2202,11/14/2012,2012,11,14,9:22 AM,NA,HB,I,2,HBI2,1,Nick,16,39,-999,control,1
2203,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,2.5,15,-999,control,1
2204,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,5,72,-999,control,1
2205,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,7.5,49,-999,control,1
2206,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,10,89,-999,control,1
2207,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,12.5,58,-999,control,1
2208,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,15,123,-999,control,1
2209,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,17.5,75,-999,control,1
2210,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,20,33,-999,control,1
2211,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,22.5,0,-999,control,1
2212,11/14/2012,2012,11,14,7:20 AM,NA,HB,I,3,HBI3,1,Nick,25,115,-999,control,1
2213,11/14/2012,2012,11,14,9:17 AM,NA,HB,N,1,HBN1,1,bp,2.5,0,-999,control,1
2214,11/14/2012,2012,11,14,9:17 AM,NA,HB,N,1,HBN1,1,bp,5,0,-999,control,1
2215,11/14/2012,2012,11,14,9:17 AM,NA,HB,N,1,HBN1,1,bp,7.5,2,-999,control,1
2216,11/14/2012,2012,11,14,9:17 AM,NA,HB,N,1,HBN1,1,bp,10,3,-999,control,1
2217,11/14/2012,2012,11,14,9:17 AM,NA,HB,N,1,HBN1,1,bp,12.5,1,-999,control,1
2218,11/14/2012,2012,11,14,9:17 AM,NA,HB,N,1,HBN1,1,bp,15,1,-999,control,1
2219,11/14/2012,2012,11,14,9:17 AM,NA,HB,N,1,HBN1,1,bp,17.5,0,-999,control,1
2220,11/14/2012,2012,11,14,9:17 AM,NA,HB,N,1,HBN1,1,bp,18.1,0,-999,control,1
2221,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,2.5,0,-999,control,1
2222,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,5,0,-999,control,1
2223,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,7.5,0,-999,control,1
2224,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,10,4,-999,control,1
2225,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,12.5,1,-999,control,1
2226,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,15,0,-999,control,1
2227,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,17.5,1,-999,control,1
2228,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,20,2,-999,control,1
2229,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,22.5,9,-999,control,1
2230,11/14/2012,2012,11,14,8:20 AM,NA,HB,N,2,HBN2,1,bp,25,1,-999,control,1
2231,11/14/2012,2012,11,14,7:32 AM,NA,HB,N,3,HBN3,1,bp,2.5,0,-999,control,1
2232,11/14/2012,2012,11,14,7:32 AM,NA,HB,N,3,HBN3,1,bp,5,0,-999,control,1
2233,11/14/2012,2012,11,14,7:32 AM,NA,HB,N,3,HBN3,1,bp,7.5,0,-999,control,1
2234,11/14/2012,2012,11,14,7:32 AM,NA,HB,N,3,HBN3,1,bp,10,3,-999,control,1
2235,11/14/2012,2012,11,14,7:32 AM,NA,HB,N,3,HBN3,1,bp,12.5,0,-999,control,1
2236,11/14/2012,2012,11,14,7:32 AM,NA,HB,N,3,HBN3,1,bp,15,2,-999,control,1
2237,11/14/2012,2012,11,14,7:32 AM,NA,HB,N,3,HBN3,1,bp,16.65,2,-999,control,1
2238,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,PF,2.5,58,0,control,1
2239,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,SB,5,53,1,control,1
2240,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,PF,7.5,86,2,control,1
2241,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,SB,10,58,3,control,1
2242,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,PF,12.5,50,2,control,1
2243,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,SB,15,26,0,control,1
2244,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,PF,17.5,43,3,control,1
2245,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,SB,20,25,2,control,1
2246,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,PF,22.5,5,2,control,1
2247,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,SB,25,22,3,control,1
2248,1/30/2018,2018,1,30,4:44,5:12,LT,I,1,LTI1,1,PF,27.5,19,1,control,1
2249,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,2.5,0,0,control,1
2250,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,5,0,0,control,1
2251,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,7.5,0,0,control,1
2252,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,10,0,0,control,1
2253,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,12.5,0,0,control,1
2254,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,15,0,1,control,1
2255,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,17.5,1,0,control,1
2256,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,20,0,0,control,1
2257,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,1,NA,22,0,0,control,1
2258,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,2.5,0,0,control,1
2259,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,5,0,0,control,1
2260,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,7.5,0,0,control,1
2261,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,10,0,0,control,1
2262,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,12.5,1,0,control,1
2263,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,15,0,0,control,1
2264,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,17.5,0,0,control,1
2265,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,20,0,0,control,1
2266,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,2,NA,22,0,0,control,1
2267,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,2.5,0,0,control,1
2268,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,5,2,0,control,1
2269,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,7.5,0,0,control,1
2270,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,10,0,0,control,1
2271,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,12.5,2,0,control,1
2272,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,15,0,0,control,1
2273,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,17.5,1,0,control,1
2274,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,20,0,0,control,1
2275,4/24/2013,2013,4,24,NA,NA,LC,O,9A,LCO9A,3,NA,22,0,0,control,1
2276,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,2.5,1,5,control,1
2277,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,5,8,8,control,1
2278,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,7.5,6,1,control,1
2279,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,10,0,1,control,1
2280,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,12.5,2,0,control,1
2281,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,15,1,1,control,1
2282,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,17.5,2,1,control,1
2283,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,20,3,0,control,1
2284,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,1,NA,22,1,0,control,1
2285,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,2.5,0,0,control,1
2286,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,5,0,0,control,1
2287,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,7.5,0,0,control,1
2288,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,10,4,0,control,1
2289,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,12.5,2,0,control,1
2290,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,15,4,1,control,1
2291,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,17.5,5,0,control,1
2292,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,20,0,0,control,1
2293,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,2,NA,22,0,0,control,1
2294,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,2.5,1,0,control,1
2295,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,5,1,2,control,1
2296,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,7.5,3,0,control,1
2297,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,10,0,0,control,1
2298,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,12.5,1,2,control,1
2299,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,15,0,2,control,1
2300,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,17.5,1,1,control,1
2301,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,20,0,2,control,1
2302,4/24/2013,2013,4,24,NA,NA,LC,O,8B,LCO8B,3,NA,22,3,1,control,1
2303,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,2.5,0,0,control,1
2304,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,5,0,0,control,1
2305,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,7.5,0,0,control,1
2306,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,10,0,0,control,1
2307,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,12.5,0,0,control,1
2308,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,15,0,0,control,1
2309,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,17.5,0,0,control,1
2310,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,20,0,1,control,1
2311,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,1,NA,22,0,0,control,1
2312,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,2.5,0,1,control,1
2313,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,5,0,1,control,1
2314,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,7.5,0,0,control,1
2315,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,10,0,0,control,1
2316,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,12.5,1,0,control,1
2317,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,15,1,0,control,1
2318,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,17.5,0,0,control,1
2319,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,20,0,0,control,1
2320,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,2,NA,22,1,0,control,1
2321,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,2.5,0,0,control,1
2322,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,5,1,0,control,1
2323,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,7.5,0,0,control,1
2324,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,10,0,0,control,1
2325,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,12.5,2,0,control,1
2326,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,15,1,1,control,1
2327,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,17.5,1,1,control,1
2328,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,20,0,1,control,1
2329,4/24/2013,2013,4,24,NA,NA,LC,O,9C,LCO9C,3,NA,22,0,0,control,1
2330,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,2.5,0,0,control,1
2331,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,5,0,0,control,1
2332,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,7.5,0,1,control,1
2333,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,10,0,0,control,1
2334,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,12.5,2,0,control,1
2335,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,15,0,0,control,1
2336,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,17.5,0,0,control,1
2337,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,20,2,0,control,1
2338,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,1,NA,22,0,0,control,1
2339,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,2.5,0,0,control,1
2340,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,5,0,0,control,1
2341,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,7.5,0,0,control,1
2342,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,10,1,0,control,1
2343,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,12.5,0,0,control,1
2344,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,15,0,0,control,1
2345,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,17.5,0,0,control,1
2346,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,20,0,0,control,1
2347,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,2,NA,22,0,4,control,1
2348,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,2.5,0,0,control,1
2349,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,5,0,0,control,1
2350,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,7.5,0,0,control,1
2351,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,10,0,0,control,1
2352,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,12.5,0,0,control,1
2353,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,15,0,0,control,1
2354,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,17.5,0,0,control,1
2355,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,20,0,0,control,1
2356,4/24/2013,2013,4,24,NA,NA,LC,O,10,LCO10A,3,NA,22,0,0,control,1
2357,4/23/2013,2013,4,23,NA,NA,LC,O,11,LCO11A,1,NA,2.5,0,0,control,1
2358,4/23/2013,2013,4,23,NA,NA,LC,O,11,LCO11A,1,NA,5,0,0,control,1
2359,4/23/2013,2013,4,23,NA,NA,LC,O,11,LCO11A,1,NA,7.5,0,0,control,1
2360,4/23/2013,2013,4,23,NA,NA,LC,O,11,LCO11A,1,NA,10,0,0,control,1
2361,4/23/2013,2013,4,23,NA,NA,LC,O,11,LCO11A,1,NA,12.5,0,0,control,1
